osmid,y,x,highway,street_count,junction,geometry
30037235,13.0807843,80.2651669,traffic_signals,4,,POINT (80.2651669 13.0807843)
30037236,13.0802951,80.2627848,traffic_signals,4,,POINT (80.2627848 13.0802951)
30037239,13.0794309,80.2587734,traffic_signals,4,,POINT (80.2587734 13.0794309)
30037241,13.0789975,80.2546809,traffic_signals,4,,POINT (80.2546809 13.0789975)
30037242,13.0788454,80.2532029,,3,,POINT (80.2532029 13.0788454)
30037243,13.0788878,80.2516867,traffic_signals,3,,POINT (80.2516867 13.0788878)
30037244,13.0788576,80.2501014,traffic_signals,3,,POINT (80.2501014 13.0788576)
30037247,13.0773336,80.2406122,traffic_signals,4,,POINT (80.2406122 13.0773336)
30037248,13.0766849,80.2380064,traffic_signals,4,,POINT (80.2380064 13.0766849)
30037250,13.0758601,80.2338889,traffic_signals,4,,POINT (80.2338889 13.0758601)
30037252,13.0741092,80.229074,,3,,POINT (80.229074 13.0741092)
30037255,13.0739518,80.2247736,traffic_signals,3,,POINT (80.2247736 13.0739518)
30037261,13.0769454,80.2117598,,3,,POINT (80.2117598 13.0769454)
30037263,13.0769988,80.2069314,,3,,POINT (80.2069314 13.0769988)
30037265,13.0763573,80.2015481,,3,,POINT (80.2015481 13.0763573)
30037274,13.0741036,80.1911704,,3,,POINT (80.1911704 13.0741036)
30037278,13.0714757,80.1861915,,3,,POINT (80.1861915 13.0714757)
30037288,13.0644252,80.1716526,,4,,POINT (80.1716526 13.0644252)
30037398,13.0822677,80.2816254,traffic_signals,4,,POINT (80.2816254 13.0822677)
30037862,13.0109201,80.2170576,,3,,POINT (80.2170576 13.0109201)
30037863,13.012363,80.2210838,,3,,POINT (80.2210838 13.012363)
30037866,13.0154974,80.2253737,,4,,POINT (80.2253737 13.0154974)
30037875,13.0280247,80.2353917,,3,,POINT (80.2353917 13.0280247)
30037877,13.0311611,80.2396609,traffic_signals,3,,POINT (80.2396609 13.0311611)
30037879,13.034031,80.24451,,3,,POINT (80.24451 13.034031)
30037885,13.0488046,80.2497282,,3,,POINT (80.2497282 13.0488046)
30037889,13.0557701,80.2555623,,3,,POINT (80.2555623 13.0557701)
30037890,13.0566976,80.2566721,,3,,POINT (80.2566721 13.0566976)
30037891,13.0577844,80.2576907,traffic_signals,3,,POINT (80.2576907 13.0577844)
30037899,13.0681313,80.2712749,traffic_signals,3,,POINT (80.2712749 13.0681313)
30037903,13.0716541,80.2743139,traffic_signals,4,,POINT (80.2743139 13.0716541)
30037904,13.0717936,80.2743746,traffic_signals,4,,POINT (80.2743746 13.0717936)
30038702,13.1199132,80.1992866,,3,,POINT (80.1992866 13.1199132)
30038723,13.0806313,80.198514,,3,,POINT (80.198514 13.0806313)
30038724,13.0764358,80.1990264,,3,,POINT (80.1990264 13.0764358)
30038725,13.0754064,80.1990697,,3,,POINT (80.1990697 13.0754064)
30038738,13.0499473,80.21188,traffic_signals,4,,POINT (80.21188 13.0499473)
30038742,13.0347728,80.2125689,,3,,POINT (80.2125689 13.0347728)
30038743,13.0350316,80.2107742,,3,,POINT (80.2107742 13.0350316)
30038745,13.032358,80.2095735,,3,,POINT (80.2095735 13.032358)
30038751,13.0222375,80.2063264,,3,,POINT (80.2063264 13.0222375)
30038752,13.0197889,80.2062735,,3,,POINT (80.2062735 13.0197889)
30038753,13.0190019,80.2060881,,3,,POINT (80.2060881 13.0190019)
30039085,13.0361539,80.1534309,,3,,POINT (80.1534309 13.0361539)
30039088,13.0344292,80.1571727,,3,,POINT (80.1571727 13.0344292)
30039099,13.0148013,80.1929426,,3,,POINT (80.1929426 13.0148013)
30051246,13.0380739,80.2566429,traffic_signals,5,,POINT (80.2566429 13.0380739)
30051247,13.0394741,80.2470503,traffic_signals,3,,POINT (80.2470503 13.0394741)
30051249,13.0287832,80.2497725,traffic_signals,4,,POINT (80.2497725 13.0287832)
30051250,13.0324844,80.2525217,,3,,POINT (80.2525217 13.0324844)
30051254,13.0448445,80.2598438,,3,,POINT (80.2598438 13.0448445)
30051285,13.0396216,80.2525162,,3,,POINT (80.2525162 13.0396216)
30051287,13.0388392,80.2571665,traffic_signals,4,,POINT (80.2571665 13.0388392)
30051288,13.0386451,80.25237,,4,,POINT (80.25237 13.0386451)
30051291,13.0400724,80.2504421,,3,,POINT (80.2504421 13.0400724)
30051293,13.0401481,80.2518552,,3,,POINT (80.2518552 13.0401481)
30051296,13.0414962,80.2519579,,4,,POINT (80.2519579 13.0414962)
30051299,13.0393041,80.2545661,,3,,POINT (80.2545661 13.0393041)
30051301,13.0389572,80.2502825,,3,,POINT (80.2502825 13.0389572)
30051303,13.0387699,80.2515707,,3,,POINT (80.2515707 13.0387699)
30051362,13.0411381,80.2548625,,3,,POINT (80.2548625 13.0411381)
30051584,13.0400851,80.2579571,,3,,POINT (80.2579571 13.0400851)
30051586,13.0403949,80.252592,,1,,POINT (80.252592 13.0403949)
30051602,13.0404152,80.2504403,,3,,POINT (80.2504403 13.0404152)
30051607,13.0404836,80.2472563,,3,,POINT (80.2472563 13.0404836)
30051609,13.0394835,80.2517109,,3,,POINT (80.2517109 13.0394835)
30051634,13.040743,80.2504311,,3,,POINT (80.2504311 13.040743)
30051636,13.0408027,80.2519856,,3,,POINT (80.2519856 13.0408027)
30051677,13.0387852,80.2513739,,3,,POINT (80.2513739 13.0387852)
30051695,13.034865,80.2570577,,3,,POINT (80.2570577 13.034865)
30051696,13.0350631,80.254416,,4,,POINT (80.254416 13.0350631)
30051698,13.0355957,80.2459911,traffic_signals,3,,POINT (80.2459911 13.0355957)
30051763,13.0367207,80.2536552,,3,,POINT (80.2536552 13.0367207)
30051765,13.0366765,80.2556236,,3,,POINT (80.2556236 13.0366765)
30051794,13.018654,80.2599022,,3,,POINT (80.2599022 13.018654)
30051796,13.0222409,80.259261,,4,,POINT (80.259261 13.0222409)
30051799,13.028028,80.2563692,,4,,POINT (80.2563692 13.028028)
30051800,13.0315214,80.2567128,,4,,POINT (80.2567128 13.0315214)
30052014,13.0439483,80.2719121,,3,,POINT (80.2719121 13.0439483)
30052017,13.0432766,80.2764744,,4,,POINT (80.2764744 13.0432766)
30142985,12.8976224,80.2474759,traffic_signals,3,,POINT (80.2474759 12.8976224)
30142987,12.9012737,80.2486642,,3,,POINT (80.2486642 12.9012737)
30142990,12.9099942,80.2500562,,4,,POINT (80.2500562 12.9099942)
30142992,12.9145818,80.2504002,,3,,POINT (80.2504002 12.9145818)
30142997,12.9197264,80.2511506,,4,,POINT (80.2511506 12.9197264)
30143018,12.9616653,80.2562055,traffic_signals,4,,POINT (80.2562055 12.9616653)
30143020,12.9667299,80.2570185,,3,,POINT (80.2570185 12.9667299)
30143073,12.8687688,80.2434882,,3,,POINT (80.2434882 12.8687688)
30143076,12.8628043,80.2420304,,3,,POINT (80.2420304 12.8628043)
30143488,12.9245103,80.2512176,,3,,POINT (80.2512176 12.9245103)
30143491,12.9207222,80.251404,,3,,POINT (80.251404 12.9207222)
30143495,12.9082282,80.2498618,,3,,POINT (80.2498618 12.9082282)
30143496,12.905517,80.2492449,,3,,POINT (80.2492449 12.905517)
30237377,13.0826299,80.288992,,3,,POINT (80.288992 13.0826299)
30237399,13.0334551,80.2773791,traffic_signals,3,,POINT (80.2773791 13.0334551)
30237401,13.0320471,80.2775503,,3,,POINT (80.2775503 13.0320471)
30237405,13.0302132,80.2768724,,3,,POINT (80.2768724 13.0302132)
30237406,13.029667,80.2767027,,3,,POINT (80.2767027 13.029667)
30237407,13.0286414,80.2763859,,5,,POINT (80.2763859 13.0286414)
30237409,13.0266872,80.2755921,,3,,POINT (80.2755921 13.0266872)
30237410,13.0258557,80.2752027,,4,,POINT (80.2752027 13.0258557)
30237413,13.0240343,80.2739707,traffic_signals,4,,POINT (80.2739707 13.0240343)
30237417,13.0187071,80.2671583,,3,,POINT (80.2671583 13.0187071)
30267994,13.0319035,80.2116595,,3,,POINT (80.2116595 13.0319035)
30268340,13.0691904,80.2057882,,3,,POINT (80.2057882 13.0691904)
30268341,13.0722465,80.2020302,traffic_signals,3,,POINT (80.2020302 13.0722465)
30268464,13.0091943,80.2286092,,3,,POINT (80.2286092 13.0091943)
30268466,13.0067745,80.2476214,,3,,POINT (80.2476214 13.0067745)
30268467,12.9877944,80.2513358,traffic_signals,3,,POINT (80.2513358 12.9877944)
186741971,13.0647739,80.2435271,,3,,POINT (80.2435271 13.0647739)
186741976,13.0612586,80.2431315,,3,,POINT (80.2431315 13.0612586)
186741978,13.0595516,80.2425141,,3,,POINT (80.2425141 13.0595516)
186741980,13.0578356,80.2427521,,4,,POINT (80.2427521 13.0578356)
243047945,13.0401479,80.2547068,,3,,POINT (80.2547068 13.0401479)
243048056,13.0402912,80.2534574,,1,,POINT (80.2534574 13.0402912)
243048065,13.039099,80.2559325,,3,,POINT (80.2559325 13.039099)
243048095,13.0421882,80.2563956,,4,,POINT (80.2563956 13.0421882)
243048096,13.0432611,80.2564612,,4,,POINT (80.2564612 13.0432611)
243048109,13.0410781,80.255375,,3,,POINT (80.255375 13.0410781)
243048118,13.0392354,80.2550668,,3,,POINT (80.2550668 13.0392354)
243048120,13.0397473,80.2560404,,3,,POINT (80.2560404 13.0397473)
243048122,13.0394757,80.2576329,,3,,POINT (80.2576329 13.0394757)
243048123,13.0403598,80.2561423,,3,,POINT (80.2561423 13.0403598)
243048197,13.0396146,80.2503881,,3,,POINT (80.2503881 13.0396146)
243048295,13.035305,80.2507807,,4,,POINT (80.2507807 13.035305)
243048545,13.0390767,80.2494016,,3,,POINT (80.2494016 13.0390767)
243048574,13.0394748,80.2494581,,3,,POINT (80.2494581 13.0394748)
243048577,13.0403964,80.2494772,,4,,POINT (80.2494772 13.0403964)
243048607,13.0393786,80.2475131,,3,,POINT (80.2475131 13.0393786)
243048875,13.0495993,80.2531164,,3,,POINT (80.2531164 13.0495993)
243048885,13.0449833,80.261593,,3,,POINT (80.261593 13.0449833)
243048886,13.0446855,80.2635724,traffic_signals,4,,POINT (80.2635724 13.0446855)
243048905,13.0460945,80.2564512,,4,,POINT (80.2564512 13.0460945)
243049432,13.0620121,80.2454509,,3,,POINT (80.2454509 13.0620121)
243049719,13.0679245,80.2477466,,3,,POINT (80.2477466 13.0679245)
243049794,13.0661996,80.2445707,,3,,POINT (80.2445707 13.0661996)
243049866,13.067412,80.2520847,,3,,POINT (80.2520847 13.067412)
243049875,13.0630376,80.2544295,,3,,POINT (80.2544295 13.0630376)
243049877,13.0615893,80.2545384,,3,,POINT (80.2545384 13.0615893)
243051152,13.0067719,80.2473989,traffic_signals,3,,POINT (80.2473989 13.0067719)
243051703,13.0067735,80.2516348,traffic_signals,3,,POINT (80.2516348 13.0067735)
243051706,13.0066002,80.2544176,,3,,POINT (80.2544176 13.0066002)
243051708,13.0066762,80.2572722,,3,,POINT (80.2572722 13.0066762)
243051711,13.0082519,80.2589687,,3,,POINT (80.2589687 13.0082519)
243051718,13.0187137,80.2612947,traffic_signals,3,,POINT (80.2612947 13.0187137)
243061237,13.0389443,80.2602802,,3,,POINT (80.2602802 13.0389443)
243061239,13.0397349,80.2633494,,3,,POINT (80.2633494 13.0397349)
243061240,13.0397999,80.2646004,,4,,POINT (80.2646004 13.0397999)
243061242,13.0375787,80.2643714,,3,,POINT (80.2643714 13.0375787)
243061447,13.0380926,80.2599115,,3,,POINT (80.2599115 13.0380926)
243061448,13.0377933,80.2605347,,4,,POINT (80.2605347 13.0377933)
243061452,13.0376335,80.2641154,,3,,POINT (80.2641154 13.0376335)
243061455,13.0366629,80.2680955,,1,,POINT (80.2680955 13.0366629)
243061457,13.0355566,80.2700849,,3,,POINT (80.2700849 13.0355566)
243061460,13.0347529,80.2714984,,3,,POINT (80.2714984 13.0347529)
243064541,13.0190482,80.2615779,,3,,POINT (80.2615779 13.0190482)
243064543,13.0202745,80.2626659,,4,,POINT (80.2626659 13.0202745)
243064547,13.0241481,80.2644376,,4,,POINT (80.2644376 13.0241481)
243064548,13.0262774,80.2659605,traffic_signals,4,,POINT (80.2659605 13.0262774)
243064550,13.0292597,80.2664844,,4,,POINT (80.2664844 13.0292597)
243064555,13.035276,80.2679635,,3,,POINT (80.2679635 13.035276)
243064559,13.0395644,80.2677474,,3,,POINT (80.2677474 13.0395644)
243064561,13.0413425,80.2682682,,3,,POINT (80.2682682 13.0413425)
243064562,13.0418888,80.2682594,,3,,POINT (80.2682594 13.0418888)
243064582,13.0508401,80.2641332,,3,,POINT (80.2641332 13.0508401)
243064584,13.0527957,80.2638646,,3,,POINT (80.2638646 13.0527957)
243064595,13.0610485,80.2651974,,3,,POINT (80.2651974 13.0610485)
243064599,13.0627373,80.267121,,3,,POINT (80.267121 13.0627373)
243065468,13.0583,80.2654066,traffic_signals,3,,POINT (80.2654066 13.0583)
243065473,13.0585628,80.2684415,,3,,POINT (80.2684415 13.0585628)
243065475,13.0587785,80.2701542,,3,,POINT (80.2701542 13.0587785)
243065478,13.0591217,80.2711587,,3,,POINT (80.2711587 13.0591217)
243065479,13.0592669,80.2714493,,3,,POINT (80.2714493 13.0592669)
243065482,13.0586859,80.2757062,,4,,POINT (80.2757062 13.0586859)
243065483,13.0585347,80.2763519,,3,,POINT (80.2763519 13.0585347)
243066050,13.05483,80.2543033,,3,,POINT (80.2543033 13.05483)
243066053,13.0534451,80.2689097,,3,,POINT (80.2689097 13.0534451)
243066054,13.053249,80.2712743,,3,,POINT (80.2712743 13.053249)
243066055,13.0530865,80.2722303,,3,,POINT (80.2722303 13.0530865)
243066056,13.0527706,80.2737522,,4,,POINT (80.2737522 13.0527706)
243066057,13.0522258,80.2754042,,5,,POINT (80.2754042 13.0522258)
243066058,13.0505402,80.2798381,,3,,POINT (80.2798381 13.0505402)
243066060,13.0500527,80.2806834,traffic_signals,4,,POINT (80.2806834 13.0500527)
243066062,13.0506863,80.2806534,,3,,POINT (80.2806534 13.0506863)
243066455,13.0453213,80.2598607,traffic_signals,4,,POINT (80.2598607 13.0453213)
243066458,13.0475717,80.2612511,,4,,POINT (80.2612511 13.0475717)
243066459,13.0482192,80.2616175,,4,,POINT (80.2616175 13.0482192)
243066462,13.0501726,80.2622741,,3,,POINT (80.2622741 13.0501726)
243066463,13.0507822,80.2624825,,3,,POINT (80.2624825 13.0507822)
243066464,13.0509863,80.2626478,,4,,POINT (80.2626478 13.0509863)
243066466,13.0522924,80.2637854,,4,,POINT (80.2637854 13.0522924)
243066761,13.0462399,80.2801341,,4,,POINT (80.2801341 13.0462399)
243066809,13.0501222,80.2565908,,3,,POINT (80.2565908 13.0501222)
243066811,13.0491111,80.25869,,3,,POINT (80.25869 13.0491111)
243066821,13.0469375,80.2745848,,4,,POINT (80.2745848 13.0469375)
243323014,13.0225051,80.2781062,,3,,POINT (80.2781062 13.0225051)
243323022,13.0296038,80.2439151,,4,,POINT (80.2439151 13.0296038)
243323033,13.0271621,80.2541257,,3,,POINT (80.2541257 13.0271621)
243323035,13.0270995,80.2565744,traffic_signals,4,,POINT (80.2565744 13.0270995)
243323036,13.0270889,80.2599259,,4,,POINT (80.2599259 13.0270889)
243323037,13.0269501,80.2605847,,4,,POINT (80.2605847 13.0269501)
243323038,13.0268449,80.2616434,,4,,POINT (80.2616434 13.0268449)
243323039,13.0266051,80.2633621,,4,,POINT (80.2633621 13.0266051)
243323043,13.0250713,80.2678293,,4,,POINT (80.2678293 13.0250713)
243323151,13.029395,80.2640795,,3,,POINT (80.2640795 13.029395)
243323153,13.0293243,80.2656549,,3,,POINT (80.2656549 13.0293243)
243324985,13.0667024,80.2540694,,3,,POINT (80.2540694 13.0667024)
243325380,13.0673625,80.2548403,,4,,POINT (80.2548403 13.0673625)
243325386,13.0760151,80.2672158,,4,,POINT (80.2672158 13.0760151)
243325387,13.075238,80.2702071,,4,,POINT (80.2702071 13.075238)
243325391,13.0722422,80.2739583,,4,,POINT (80.2739583 13.0722422)
243325994,12.9854194,80.2236278,,3,,POINT (80.2236278 12.9854194)
243326004,12.9760873,80.2213325,traffic_signals,4,,POINT (80.2213325 12.9760873)
245578181,13.0513046,80.2501962,,3,,POINT (80.2501962 13.0513046)
245578475,13.0482864,80.2458483,,4,,POINT (80.2458483 13.0482864)
245579175,13.0426746,80.2322657,,4,,POINT (80.2322657 13.0426746)
245579177,13.0474136,80.2330821,traffic_signals,4,,POINT (80.2330821 13.0474136)
245579186,13.0561236,80.2347301,,3,,POINT (80.2347301 13.0561236)
245579193,13.0580858,80.2373271,,5,,POINT (80.2373271 13.0580858)
245579195,13.0594571,80.237392,,3,,POINT (80.237392 13.0594571)
245579197,13.0601446,80.2374872,,3,,POINT (80.2374872 13.0601446)
245579214,13.0664731,80.2313762,,4,,POINT (80.2313762 13.0664731)
245579219,13.0666839,80.2287593,,3,,POINT (80.2287593 13.0666839)
245579225,13.0681164,80.2265181,,4,,POINT (80.2265181 13.0681164)
246823992,13.0295538,80.2457626,traffic_signals,4,,POINT (80.2457626 13.0295538)
246824741,13.0181555,80.2410929,traffic_signals,4,,POINT (80.2410929 13.0181555)
246824743,13.0241308,80.2430446,,3,,POINT (80.2430446 13.0241308)
246824747,13.0276119,80.2454439,,4,,POINT (80.2454439 13.0276119)
246825423,13.0186803,80.2608484,,3,,POINT (80.2608484 13.0186803)
246825424,13.0186354,80.2581862,,3,,POINT (80.2581862 13.0186354)
246825428,13.0200171,80.2547563,,3,,POINT (80.2547563 13.0200171)
246825431,13.0205644,80.2531005,,3,,POINT (80.2531005 13.0205644)
246825434,13.0245824,80.2527039,,3,,POINT (80.2527039 13.0245824)
246825437,13.0271502,80.2537843,traffic_signals,4,,POINT (80.2537843 13.0271502)
246825948,13.0202472,80.2630135,,3,,POINT (80.2630135 13.0202472)
246825949,13.0189281,80.2627808,,3,,POINT (80.2627808 13.0189281)
246827325,13.022328,80.2602598,,3,,POINT (80.2602598 13.022328)
246827326,13.0218341,80.2619612,,4,,POINT (80.2619612 13.0218341)
246866333,12.9807054,80.2592827,,3,,POINT (80.2592827 12.9807054)
246866335,12.9788805,80.259037,,3,,POINT (80.259037 12.9788805)
246866343,12.9725288,80.2580449,,3,,POINT (80.2580449 12.9725288)
246866969,12.9812926,80.2434345,,3,,POINT (80.2434345 12.9812926)
246866972,12.9806818,80.2495031,,3,,POINT (80.2495031 12.9806818)
246866976,12.9798977,80.2526097,traffic_signals,3,,POINT (80.2526097 12.9798977)
246867074,12.9863017,80.2432971,,3,,POINT (80.2432971 12.9863017)
247074856,13.0360056,80.2304629,,3,,POINT (80.2304629 13.0360056)
247074857,13.0350262,80.2304109,traffic_signals,3,,POINT (80.2304109 13.0350262)
247074861,13.030776,80.2307615,,4,,POINT (80.2307615 13.030776)
247074863,13.0260918,80.2313679,traffic_signals,3,,POINT (80.2313679 13.0260918)
247075066,13.0279325,80.2328321,,4,,POINT (80.2328321 13.0279325)
247075067,13.0270637,80.2329391,,3,,POINT (80.2329391 13.0270637)
247435500,13.0888458,80.2903598,traffic_signals,4,,POINT (80.2903598 13.0888458)
247435501,13.0905433,80.2909859,,3,,POINT (80.2909859 13.0905433)
247435502,13.0921803,80.2915343,,3,,POINT (80.2915343 13.0921803)
247435503,13.097398,80.2932396,,3,,POINT (80.2932396 13.097398)
247435509,13.1061462,80.2932331,,3,,POINT (80.2932331 13.1061462)
247435510,13.1059989,80.2920422,,3,,POINT (80.2920422 13.1059989)
247435676,13.0886371,80.2876706,,3,,POINT (80.2876706 13.0886371)
247435682,13.0894808,80.2789136,,4,,POINT (80.2789136 13.0894808)
247435684,13.0903952,80.2772636,,3,,POINT (80.2772636 13.0903952)
247435685,13.0909096,80.2765243,,4,,POINT (80.2765243 13.0909096)
247435687,13.0914196,80.2752039,,3,,POINT (80.2752039 13.0914196)
247435874,13.086075,80.2792164,,4,,POINT (80.2792164 13.086075)
247435875,13.0861687,80.2784418,,4,,POINT (80.2784418 13.0861687)
247435876,13.0863687,80.2773133,,3,,POINT (80.2773133 13.0863687)
247436720,13.0955693,80.2752573,,4,,POINT (80.2752573 13.0955693)
247436730,13.1074134,80.2723234,,3,,POINT (80.2723234 13.1074134)
247436734,13.1190834,80.276458,,3,,POINT (80.276458 13.1190834)
247436735,13.1209502,80.2769011,,3,,POINT (80.2769011 13.1209502)
247436736,13.1286691,80.278722,,4,,POINT (80.278722 13.1286691)
247436742,13.1283864,80.2850317,,4,,POINT (80.2850317 13.1283864)
247436743,13.1257659,80.2844291,,3,,POINT (80.2844291 13.1257659)
247436744,13.1241512,80.2839256,,3,,POINT (80.2839256 13.1241512)
247436745,13.1233183,80.2875793,,4,,POINT (80.2875793 13.1233183)
247437529,13.0737818,80.2764982,traffic_signals,4,,POINT (80.2764982 13.0737818)
247437530,13.0770794,80.276291,,4,,POINT (80.276291 13.0770794)
247438022,13.0923212,80.2752963,traffic_signals,4,,POINT (80.2752963 13.0923212)
247438103,13.1053435,80.2799787,,3,,POINT (80.2799787 13.1053435)
247438105,13.1034236,80.279983,,3,,POINT (80.279983 13.1034236)
247438106,13.1021796,80.2799666,,3,,POINT (80.2799666 13.1021796)
247438107,13.1007453,80.2800133,,4,,POINT (80.2800133 13.1007453)
247438108,13.0985744,80.2800775,,3,,POINT (80.2800775 13.0985744)
247438110,13.0951601,80.2798126,,3,,POINT (80.2798126 13.0951601)
247438111,13.0943668,80.2796393,,4,,POINT (80.2796393 13.0943668)
247438112,13.0927747,80.279421,,4,,POINT (80.279421 13.0927747)
247438113,13.09197,80.2793299,,4,,POINT (80.2793299 13.09197)
247438428,13.0884768,80.2852912,traffic_signals,5,,POINT (80.2852912 13.0884768)
247438429,13.0913549,80.2857799,,3,,POINT (80.2857799 13.0913549)
247438584,13.0858418,80.280899,,4,,POINT (80.280899 13.0858418)
247439423,13.0853578,80.2783081,,3,,POINT (80.2783081 13.0853578)
247439424,13.0835807,80.2780939,,3,,POINT (80.2780939 13.0835807)
247439426,13.083387,80.2781193,,3,,POINT (80.2781193 13.083387)
247439444,13.0886274,80.2815146,,3,,POINT (80.2815146 13.0886274)
247456641,13.0422986,80.2504083,,3,,POINT (80.2504083 13.0422986)
247456642,13.0423262,80.2497409,,3,,POINT (80.2497409 13.0423262)
247456645,13.0424802,80.2476562,,4,,POINT (80.2476562 13.0424802)
247457499,13.0414266,80.2509979,,1,,POINT (80.2509979 13.0414266)
247458122,13.0419663,80.2519503,,3,,POINT (80.2519503 13.0419663)
247458609,13.0424268,80.2542696,,3,,POINT (80.2542696 13.0424268)
247458611,13.0433428,80.2543282,,3,,POINT (80.2543282 13.0433428)
247458612,13.0434919,80.2542337,,3,,POINT (80.2542337 13.0434919)
247458613,13.0446793,80.2542594,,3,,POINT (80.2542594 13.0446793)
247458614,13.0466756,80.2548396,traffic_signals,4,,POINT (80.2548396 13.0466756)
247458625,13.044509,80.2563703,,4,,POINT (80.2563703 13.044509)
247458680,13.0446021,80.2550498,,3,,POINT (80.2550498 13.0446021)
247458681,13.0464032,80.2556091,,3,,POINT (80.2556091 13.0464032)
247458700,13.0430153,80.259547,,3,,POINT (80.259547 13.0430153)
247458881,13.0434066,80.2524616,,3,,POINT (80.2524616 13.0434066)
247675521,13.0341938,80.2371528,,3,,POINT (80.2371528 13.0341938)
247675746,13.043953,80.2409843,,3,,POINT (80.2409843 13.043953)
247675875,13.0524265,80.2410002,,4,,POINT (80.2410002 13.0524265)
247675886,13.0561108,80.242472,,3,,POINT (80.242472 13.0561108)
247675888,13.0572301,80.2427961,,3,,POINT (80.2427961 13.0572301)
247676317,13.05821,80.2407217,,3,,POINT (80.2407217 13.05821)
247677098,13.0317509,80.245856,,3,,POINT (80.245856 13.0317509)
247677099,13.0332297,80.245965,,3,,POINT (80.245965 13.0332297)
247677100,13.0342924,80.2458868,,4,,POINT (80.2458868 13.0342924)
247680992,13.0346157,80.2334729,,3,,POINT (80.2334729 13.0346157)
247681415,13.043383,80.2445937,traffic_signals,4,,POINT (80.2445937 13.043383)
247681416,13.0474112,80.2453612,,3,,POINT (80.2453612 13.0474112)
247681515,13.0486721,80.2455227,,3,,POINT (80.2455227 13.0486721)
247681522,13.0497433,80.2402707,,4,,POINT (80.2402707 13.0497433)
247681683,13.0506622,80.2353,,3,,POINT (80.2353 13.0506622)
247681684,13.0534346,80.2361522,,3,,POINT (80.2361522 13.0534346)
247681979,13.0531729,80.2377152,,4,,POINT (80.2377152 13.0531729)
247681982,13.0538133,80.2341222,,3,,POINT (80.2341222 13.0538133)
247681986,13.0540537,80.2282332,,3,,POINT (80.2282332 13.0540537)
247681987,13.0539324,80.2278314,,4,,POINT (80.2278314 13.0539324)
247681990,13.0533,80.224086,traffic_signals,4,,POINT (80.224086 13.0533)
247681991,13.0527474,80.2218597,,2,,POINT (80.2218597 13.0527474)
247681993,13.0519547,80.2189987,,4,,POINT (80.2189987 13.0519547)
247681994,13.0514781,80.217671,,3,,POINT (80.217671 13.0514781)
247683967,13.0347846,80.1560876,traffic_signals,4,,POINT (80.1560876 13.0347846)
247683968,13.0337119,80.1552714,,3,,POINT (80.1552714 13.0337119)
247683971,13.031852,80.1537171,,3,,POINT (80.1537171 13.031852)
247683980,13.0226162,80.1461397,,3,,POINT (80.1461397 13.0226162)
247684064,13.0477807,80.2035736,,3,,POINT (80.2035736 13.0477807)
247684068,13.0474188,80.1949548,,3,,POINT (80.1949548 13.0474188)
247684072,13.0465137,80.1893569,,4,,POINT (80.1893569 13.0465137)
247684073,13.0462107,80.1883575,,3,,POINT (80.1883575 13.0462107)
247684075,13.0455109,80.1867984,,4,,POINT (80.1867984 13.0455109)
247684076,13.0449255,80.1859977,,3,,POINT (80.1859977 13.0449255)
247684078,13.0431913,80.1822437,,4,,POINT (80.1822437 13.0431913)
247684082,13.042234,80.1802808,,4,,POINT (80.1802808 13.042234)
247684086,13.0420687,80.177059,,3,,POINT (80.177059 13.0420687)
247684090,13.0408876,80.1727618,,3,,POINT (80.1727618 13.0408876)
247684093,13.0393514,80.1697917,,3,,POINT (80.1697917 13.0393514)
247684098,13.0382749,80.1640131,,3,,POINT (80.1640131 13.0382749)
247684099,13.0382099,80.1634464,,3,,POINT (80.1634464 13.0382099)
247684100,13.0380585,80.1627222,,4,,POINT (80.1627222 13.0380585)
247684103,13.0375445,80.1595795,,3,,POINT (80.1595795 13.0375445)
247684106,13.0367454,80.1577285,,3,,POINT (80.1577285 13.0367454)
247684414,13.0527693,80.2456064,,4,,POINT (80.2456064 13.0527693)
247684974,13.0514975,80.2506815,,3,,POINT (80.2506815 13.0514975)
247685068,13.0495744,80.247566,,3,,POINT (80.247566 13.0495744)
247685516,13.0513771,80.24958,,3,,POINT (80.24958 13.0513771)
247685518,13.052391,80.2507557,traffic_signals,4,,POINT (80.2507557 13.052391)
247685582,13.0493383,80.2498217,,3,,POINT (80.2498217 13.0493383)
247685583,13.0494117,80.2497085,,3,,POINT (80.2497085 13.0494117)
247686092,13.0519536,80.251161,,3,,POINT (80.251161 13.0519536)
247686093,13.0520382,80.2509806,traffic_signals,4,,POINT (80.2509806 13.0520382)
247686096,13.0525591,80.2509799,traffic_signals,4,,POINT (80.2509799 13.0525591)
247686447,13.0516892,80.2508314,,3,,POINT (80.2508314 13.0516892)
247686553,13.0505526,80.2502488,,3,,POINT (80.2502488 13.0505526)
247686556,13.0498371,80.2499002,,3,,POINT (80.2499002 13.0498371)
247687711,13.035403,80.2570117,,3,,POINT (80.2570117 13.035403)
247687720,13.038053,80.2567953,,3,,POINT (80.2567953 13.038053)
247688118,13.0386236,80.2572037,,3,,POINT (80.2572037 13.0386236)
247688120,13.0387094,80.2577323,,3,,POINT (80.2577323 13.0387094)
247688231,13.0387272,80.2591169,,3,,POINT (80.2591169 13.0387272)
247688244,13.0384952,80.25907,,3,,POINT (80.25907 13.0384952)
247690516,13.0585552,80.2683231,,3,,POINT (80.2683231 13.0585552)
