osmid,y,x,highway,street_count,junction,geometry
2190812968,12.8763485,80.2276978,,3,,POINT (80.2276978 12.8763485)
2190812969,12.8764087,80.2270074,,3,,POINT (80.2270074 12.8764087)
2190817917,12.8586354,80.2298084,,3,,POINT (80.2298084 12.8586354)
2190817919,12.8587052,80.2263137,,4,,POINT (80.2263137 12.8587052)
2190817920,12.8586831,80.2284765,,3,,POINT (80.2284765 12.8586831)
2190817921,12.8603674,80.2287407,,1,,POINT (80.2287407 12.8603674)
2190817925,12.8607539,80.2294628,,3,,POINT (80.2294628 12.8607539)
2190817926,12.8607999,80.2291416,,3,,POINT (80.2291416 12.8607999)
2190817930,12.8616202,80.2290454,,3,,POINT (80.2290454 12.8616202)
2190817931,12.8616552,80.2278107,,3,,POINT (80.2278107 12.8616552)
2190817932,12.8620155,80.2289423,,3,,POINT (80.2289423 12.8620155)
2190817934,12.8620169,80.2278893,,3,,POINT (80.2278893 12.8620169)
2190817941,12.8626726,80.2285257,,1,,POINT (80.2285257 12.8626726)
2196298540,13.03331,80.2577047,,3,,POINT (80.2577047 13.03331)
2196298558,13.0340265,80.2577459,,1,,POINT (80.2577459 13.0340265)
2196997632,13.040924,80.2622969,,3,,POINT (80.2622969 13.040924)
2197059965,13.0321663,80.2552856,,1,,POINT (80.2552856 13.0321663)
2197121274,13.0348777,80.2569604,,3,,POINT (80.2569604 13.0348777)
2197121337,13.0409151,80.2681556,,4,,POINT (80.2681556 13.0409151)
2197121355,13.0426605,80.2679907,,3,,POINT (80.2679907 13.0426605)
2197202939,13.032369,80.2390021,,2,,POINT (80.2390021 13.032369)
2197202941,13.0335189,80.2382686,,4,,POINT (80.2382686 13.0335189)
2197202945,13.0344493,80.2376925,,4,,POINT (80.2376925 13.0344493)
2197202947,13.0353381,80.2369573,,4,,POINT (80.2369573 13.0353381)
2197202949,13.0362747,80.2363691,,3,,POINT (80.2363691 13.0362747)
2197202951,13.0367601,80.2360711,,4,,POINT (80.2360711 13.0367601)
2197202960,13.0390996,80.2345921,traffic_signals,4,,POINT (80.2345921 13.0390996)
2197202980,13.0404287,80.2399497,,3,,POINT (80.2399497 13.0404287)
2197202984,13.0404293,80.2405137,,4,,POINT (80.2405137 13.0404293)
2197203112,13.0418188,80.2340633,,3,,POINT (80.2340633 13.0418188)
2197203129,13.0429694,80.232425,,3,,POINT (80.232425 13.0429694)
2197203130,13.0435329,80.232431,,3,,POINT (80.232431 13.0435329)
2197203132,13.0440027,80.232472,,3,,POINT (80.232472 13.0440027)
2197203133,13.044565,80.2325719,,3,,POINT (80.2325719 13.044565)
2197203134,13.0450562,80.232625,,3,,POINT (80.232625 13.0450562)
2197215502,13.0351877,80.2302661,,3,,POINT (80.2302661 13.0351877)
2197215508,13.0360152,80.2305828,,3,,POINT (80.2305828 13.0360152)
2197215512,13.0368979,80.2308461,,3,,POINT (80.2308461 13.0368979)
2197215523,13.0374869,80.2310304,,3,,POINT (80.2310304 13.0374869)
2197215527,13.0381657,80.2312362,,3,,POINT (80.2312362 13.0381657)
2197215529,13.0386419,80.2313909,,3,,POINT (80.2313909 13.0386419)
2197215537,13.0397155,80.2317049,,4,,POINT (80.2317049 13.0397155)
2197215546,13.040571,80.233671,,3,,POINT (80.233671 13.040571)
2197215561,13.0405292,80.2319334,,3,,POINT (80.2319334 13.0405292)
2197215572,13.0410175,80.231975,,4,,POINT (80.231975 13.0410175)
2197215648,13.0447477,80.2324952,,3,,POINT (80.2324952 13.0447477)
2197415524,13.0353196,80.230261,,3,,POINT (80.230261 13.0353196)
2197415649,13.0407899,80.2310502,,4,,POINT (80.2310502 13.0407899)
2197415657,13.0409367,80.2302089,,3,,POINT (80.2302089 13.0409367)
2197415670,13.0422311,80.2322548,,3,,POINT (80.2322548 13.0422311)
2197415682,13.0456496,80.2327277,,4,,POINT (80.2327277 13.0456496)
2197415684,13.0460119,80.2327276,,3,,POINT (80.2327276 13.0460119)
2197415689,13.0465951,80.2328342,,4,,POINT (80.2328342 13.0465951)
2197415692,13.0474226,80.2329908,,4,,POINT (80.2329908 13.0474226)
2197415695,13.0482386,80.2332779,,3,,POINT (80.2332779 13.0482386)
2197415696,13.0482175,80.2331706,,3,,POINT (80.2331706 13.0482175)
2197415697,13.0489692,80.2334717,,4,,POINT (80.2334717 13.0489692)
2197415698,13.0490026,80.2333668,,4,,POINT (80.2333668 13.0490026)
2197415700,13.0495124,80.2335964,,3,,POINT (80.2335964 13.0495124)
2197415702,13.049634,80.2335306,,3,,POINT (80.2335306 13.049634)
2197415764,13.0500176,80.233704,,3,,POINT (80.233704 13.0500176)
2197415765,13.0502901,80.2336506,,3,,POINT (80.2336506 13.0502901)
2197415766,13.0509092,80.2338798,,3,,POINT (80.2338798 13.0509092)
2197415767,13.0508943,80.2337797,,3,,POINT (80.2337797 13.0508943)
2197415790,13.0516634,80.2339371,,3,,POINT (80.2339371 13.0516634)
2197415794,13.0518023,80.2340931,,4,,POINT (80.2340931 13.0518023)
2197415803,13.0518649,80.2340557,,3,,POINT (80.2340557 13.0518649)
2197415829,13.0525449,80.2412402,,3,,POINT (80.2412402 13.0525449)
2197415858,13.0528558,80.2430804,,3,,POINT (80.2430804 13.0528558)
2197415863,13.052979,80.2390415,,3,,POINT (80.2390415 13.052979)
2197415868,13.0532612,80.2375987,,3,,POINT (80.2375987 13.0532612)
2197415871,13.0533203,80.2371994,,3,,POINT (80.2371994 13.0533203)
2197415872,13.0533928,80.236757,,3,,POINT (80.236757 13.0533928)
2197415878,13.0537064,80.2347097,,3,,POINT (80.2347097 13.0537064)
2197415908,13.0557772,80.2347628,,3,,POINT (80.2347628 13.0557772)
2197415909,13.0560804,80.2347862,,3,,POINT (80.2347862 13.0560804)
2197496758,13.0525491,80.2417076,,3,,POINT (80.2417076 13.0525491)
2197496759,13.05262,80.2416502,,3,,POINT (80.2416502 13.05262)
2197496760,13.052605,80.2420532,,3,,POINT (80.2420532 13.052605)
2197496762,13.0526376,80.2417737,,4,,POINT (80.2417737 13.0526376)
2197496777,13.0528137,80.2454436,,3,,POINT (80.2454436 13.0528137)
2197496779,13.0529053,80.2460611,,3,,POINT (80.2460611 13.0529053)
2197496792,13.0537989,80.2501505,,4,,POINT (80.2501505 13.0537989)
2197496798,13.0539995,80.2423542,,3,,POINT (80.2423542 13.0539995)
2197496803,13.0541871,80.2445602,,1,,POINT (80.2445602 13.0541871)
2197496810,13.0547093,80.2424387,,3,,POINT (80.2424387 13.0547093)
2197496814,13.0548324,80.2445222,,3,,POINT (80.2445222 13.0548324)
2197496946,13.0667733,80.2540816,,4,,POINT (80.2540816 13.0667733)
2197496948,13.0669064,80.2542357,,3,,POINT (80.2542357 13.0669064)
2197496954,13.0670314,80.2519045,,3,,POINT (80.2519045 13.0670314)
2197496972,13.0673116,80.2518643,,3,,POINT (80.2518643 13.0673116)
2197496980,13.0673807,80.2518318,,3,,POINT (80.2518318 13.0673807)
2197525463,12.9680097,80.2175688,,3,,POINT (80.2175688 12.9680097)
2197525484,12.9707573,80.2187689,,3,,POINT (80.2187689 12.9707573)
2197525515,12.9964861,80.2008919,,1,,POINT (80.2008919 12.9964861)
2197548149,12.9793957,80.1805921,,3,,POINT (80.1805921 12.9793957)
2197639788,13.0732338,80.2613167,,3,,POINT (80.2613167 13.0732338)
2197639805,13.0733602,80.2608338,,3,,POINT (80.2608338 13.0733602)
2197639829,13.0736463,80.2614882,,3,,POINT (80.2614882 13.0736463)
2197639859,13.07472,80.2627689,,4,,POINT (80.2627689 13.07472)
2197639884,13.0757524,80.2643132,,3,,POINT (80.2643132 13.0757524)
2197640015,13.0757868,80.2642474,,4,,POINT (80.2642474 13.0757868)
2197640122,13.0781006,80.2633186,,3,,POINT (80.2633186 13.0781006)
2197640142,13.0782162,80.2632549,,3,,POINT (80.2632549 13.0782162)
2197652485,13.0806787,80.2651321,,4,,POINT (80.2651321 13.0806787)
2197652486,13.0806923,80.2652332,,4,,POINT (80.2652332 13.0806923)
2197666081,13.0413371,80.2430285,,3,,POINT (80.2430285 13.0413371)
2197666084,13.0423485,80.2431607,,3,,POINT (80.2431607 13.0423485)
2198054394,13.0072634,80.2381057,,3,,POINT (80.2381057 13.0072634)
2198054401,13.0091482,80.2283395,,3,,POINT (80.2283395 13.0091482)
2198125457,13.0712098,80.2602486,,1,,POINT (80.2602486 13.0712098)
2198125458,13.072033,80.2595931,,3,,POINT (80.2595931 13.072033)
2202840145,12.9604447,80.199954,,3,,POINT (80.199954 12.9604447)
2202840146,12.9565518,80.1962795,,3,,POINT (80.1962795 12.9565518)
2202840147,12.9605096,80.2016599,,3,,POINT (80.2016599 12.9605096)
2202840150,12.9577425,80.1962237,,3,,POINT (80.1962237 12.9577425)
2202841648,12.9610291,80.2044593,,3,,POINT (80.2044593 12.9610291)
2202841649,12.9606014,80.2043901,,4,,POINT (80.2043901 12.9606014)
2202841651,12.9601021,80.204308,,3,,POINT (80.204308 12.9601021)
2211262600,12.8713965,80.2268127,,3,,POINT (80.2268127 12.8713965)
2211262610,12.8714902,80.2271502,,3,,POINT (80.2271502 12.8714902)
2212827519,13.0069116,80.2403241,,4,,POINT (80.2403241 13.0069116)
2212827520,13.0069328,80.240213,,4,,POINT (80.240213 13.0069328)
2212827527,13.0145157,80.2405017,,3,,POINT (80.2405017 13.0145157)
2212827552,13.0179006,80.2411159,,3,,POINT (80.2411159 13.0179006)
2212827553,13.0181099,80.2411727,,4,,POINT (80.2411727 13.0181099)
2212827559,13.0204193,80.2418886,,4,,POINT (80.2418886 13.0204193)
2212827560,13.0210407,80.2421025,,4,,POINT (80.2421025 13.0210407)
2212827590,13.0241214,80.2431284,,3,,POINT (80.2431284 13.0241214)
2212827627,13.0276926,80.2450123,,3,,POINT (80.2450123 13.0276926)
2212827729,13.077184,80.2406155,,4,,POINT (80.2406155 13.077184)
2213431280,13.0715668,80.2415599,,3,,POINT (80.2415599 13.0715668)
2213431439,13.076866,80.2406702,,3,,POINT (80.2406702 13.076866)
2213431458,13.077325,80.2410906,,3,,POINT (80.2410906 13.077325)
2213431528,13.0791344,80.2569891,,3,,POINT (80.2569891 13.0791344)
2214145517,13.1146565,80.1593262,,3,,POINT (80.1593262 13.1146565)
2214145532,13.1153096,80.159512,,3,,POINT (80.159512 13.1153096)
2214145534,13.1153734,80.1591274,,3,,POINT (80.1591274 13.1153734)
2214145536,13.1154343,80.1587485,,3,,POINT (80.1587485 13.1154343)
2214145539,13.1154789,80.1606518,,3,,POINT (80.1606518 13.1154789)
2214145545,13.115839,80.1588314,,3,,POINT (80.1588314 13.115839)
2214149842,13.114634,80.1589027,,3,,POINT (80.1589027 13.114634)
2214149843,13.1147102,80.1597719,,3,,POINT (80.1597719 13.1147102)
2214149844,13.1147419,80.1602067,,3,,POINT (80.1602067 13.1147419)
2214149852,13.1155449,80.1603076,,3,,POINT (80.1603076 13.1155449)
2214392184,13.037188,80.2517856,,3,,POINT (80.2517856 13.037188)
2214509241,13.0645308,80.2796536,,4,,POINT (80.2796536 13.0645308)
2214509243,13.0647211,80.2783934,,4,,POINT (80.2783934 13.0647211)
2214509249,13.0648674,80.2783915,,4,,POINT (80.2783915 13.0648674)
2214509300,13.0668762,80.2737409,,3,,POINT (80.2737409 13.0668762)
2214509308,13.0675838,80.2726418,,3,,POINT (80.2726418 13.0675838)
2214509428,13.0683616,80.2717927,,4,,POINT (80.2717927 13.0683616)
2214509441,13.0684298,80.271881,,4,,POINT (80.271881 13.0684298)
2214510019,13.0827296,80.2729249,,3,,POINT (80.2729249 13.0827296)
2214510076,13.0828506,80.272898,,1,,POINT (80.272898 13.0828506)
2214510127,13.0842566,80.2705201,,4,,POINT (80.2705201 13.0842566)
2214510152,13.0843346,80.2704317,,4,,POINT (80.2704317 13.0843346)
2214510196,13.084949,80.2687002,,4,,POINT (80.2687002 13.084949)
2214510222,13.0852766,80.2667764,,3,,POINT (80.2667764 13.0852766)
2214510225,13.0854396,80.2657013,,4,,POINT (80.2657013 13.0854396)
2214510229,13.0855853,80.26435,,4,,POINT (80.26435 13.0855853)
2214510235,13.0856573,80.2629115,,4,,POINT (80.2629115 13.0856573)
2214510244,13.085728,80.2701986,,3,,POINT (80.2701986 13.085728)
2214510343,13.0866597,80.2701574,,3,,POINT (80.2701574 13.0866597)
2214510402,13.090189,80.2698823,,3,,POINT (80.2698823 13.090189)
2214510406,13.0901859,80.2699315,,4,,POINT (80.2699315 13.0901859)
2214510423,13.0906139,80.2695087,,3,,POINT (80.2695087 13.0906139)
2214510439,13.0907055,80.2695843,,3,,POINT (80.2695843 13.0907055)
2214552318,13.0526465,80.1794995,,1,,POINT (80.1794995 13.0526465)
2215260201,13.01646,80.2532378,,1,,POINT (80.2532378 13.01646)
2215260219,13.0166127,80.2527815,,3,,POINT (80.2527815 13.0166127)
2215260256,13.0169327,80.2529942,,4,,POINT (80.2529942 13.0169327)
2215260270,13.0171336,80.2530381,,3,,POINT (80.2530381 13.0171336)
2215260274,13.0171122,80.2527364,,1,,POINT (80.2527364 13.0171122)
2215260321,13.0179884,80.2528453,,1,,POINT (80.2528453 13.0179884)
2215260322,13.0180404,80.2516412,,3,,POINT (80.2516412 13.0180404)
2215260330,13.0181646,80.2516986,,3,,POINT (80.2516986 13.0181646)
2215260332,13.0181954,80.252861,,1,,POINT (80.252861 13.0181954)
2215260333,13.0182581,80.2510915,,3,,POINT (80.2510915 13.0182581)
2215260334,13.0182522,80.2519447,,3,,POINT (80.2519447 13.0182522)
2215260344,13.0183805,80.2518002,,3,,POINT (80.2518002 13.0183805)
2215260348,13.0184202,80.2529097,,1,,POINT (80.2529097 13.0184202)
2215260349,13.018458,80.2507414,,3,,POINT (80.2507414 13.018458)
2215260350,13.0184368,80.2512158,,4,,POINT (80.2512158 13.0184368)
2215260351,13.0184427,80.2520203,,3,,POINT (80.2520203 13.0184427)
2215260354,13.0185068,80.2518808,,3,,POINT (80.2518808 13.0185068)
2215260358,13.0186613,80.2508749,,3,,POINT (80.2508749 13.0186613)
2215260359,13.0186517,80.2528875,,1,,POINT (80.2528875 13.0186517)
2215260361,13.0186598,80.2519634,,3,,POINT (80.2519634 13.0186598)
2215260362,13.0186706,80.2514696,,4,,POINT (80.2514696 13.0186706)
2215260365,13.0187944,80.2516386,,1,,POINT (80.2516386 13.0187944)
2215260370,13.0188466,80.2520596,,3,,POINT (80.2520596 13.0188466)
2215260371,13.0188784,80.272629,,3,,POINT (80.272629 13.0188784)
2215260391,13.0196124,80.262125,,3,,POINT (80.262125 13.0196124)
2215260399,13.0200631,80.2607416,,4,,POINT (80.2607416 13.0200631)
2215260424,13.021233,80.251759,,1,,POINT (80.251759 13.021233)
2215260436,13.0230849,80.2776336,,1,,POINT (80.2776336 13.0230849)
2215260438,13.0241483,80.2583495,,3,,POINT (80.2583495 13.0241483)
2215260441,13.0251262,80.2685739,,3,,POINT (80.2685739 13.0251262)
2215260447,13.025687,80.2686175,,1,,POINT (80.2686175 13.025687)
2215260462,13.0264072,80.2651091,,3,,POINT (80.2651091 13.0264072)
2215260483,13.0269788,80.2778101,,3,,POINT (80.2778101 13.0269788)
2215260484,13.0271874,80.2653289,,3,,POINT (80.2653289 13.0271874)
2215260485,13.0268739,80.2651884,,1,,POINT (80.2651884 13.0268739)
2215260498,13.0279631,80.2790308,,3,,POINT (80.2790308 13.0279631)
2215260499,13.0279955,80.2783131,,3,,POINT (80.2783131 13.0279955)
2215260500,13.0279981,80.2623818,,1,,POINT (80.2623818 13.0279981)
2215260501,13.0279963,80.2787241,,3,,POINT (80.2787241 13.0279963)
2215260504,13.0286064,80.2594941,,3,,POINT (80.2594941 13.0286064)
2215260510,13.0288368,80.2599429,,3,,POINT (80.2599429 13.0288368)
2215260512,13.0287968,80.2771352,,3,,POINT (80.2771352 13.0287968)
2215260527,13.0288985,80.2781753,,3,,POINT (80.2781753 13.0288985)
2215260530,13.0291184,80.2775274,,3,,POINT (80.2775274 13.0291184)
2215260531,13.0291607,80.277216,,3,,POINT (80.277216 13.0291607)
2215260534,13.0292617,80.2682353,,3,,POINT (80.2682353 13.0292617)
2215260537,13.0294058,80.2782395,,4,,POINT (80.2782395 13.0294058)
2215260539,13.0299765,80.2779706,,3,,POINT (80.2779706 13.0299765)
2215260540,13.0301633,80.2755064,,3,,POINT (80.2755064 13.0301633)
2215260541,13.0305744,80.2755348,,3,,POINT (80.2755348 13.0305744)
2215260542,13.0305734,80.2708508,,3,,POINT (80.2708508 13.0305734)
2215260545,13.0309319,80.2759186,,1,,POINT (80.2759186 13.0309319)
2215260547,13.0310715,80.2709001,,3,,POINT (80.2709001 13.0310715)
2215260556,13.0315035,80.2650961,,3,,POINT (80.2650961 13.0315035)
2215260557,13.0315826,80.2644714,,1,,POINT (80.2644714 13.0315826)
2215260559,13.0325103,80.27349,,1,,POINT (80.27349 13.0325103)
2215260563,13.0328647,80.2650052,,3,,POINT (80.2650052 13.0328647)
2215260564,13.0328955,80.2734868,,3,,POINT (80.2734868 13.0328955)
2215260572,13.0332805,80.2659006,,1,,POINT (80.2659006 13.0332805)
2215260574,13.0333001,80.2656503,,3,,POINT (80.2656503 13.0333001)
2215260594,13.0362955,80.2761085,,3,,POINT (80.2761085 13.0362955)
2215260611,13.0378225,80.2702241,,1,,POINT (80.2702241 13.0378225)
2215260612,13.0378725,80.2698386,,4,,POINT (80.2698386 13.0378725)
2215260618,13.0385663,80.2714783,,1,,POINT (80.2714783 13.0385663)
2215260630,13.0395572,80.2717723,,1,,POINT (80.2717723 13.0395572)
2215260650,13.040822,80.2765177,,3,,POINT (80.2765177 13.040822)
2215260653,13.0412325,80.2744133,,3,,POINT (80.2744133 13.0412325)
2215260656,13.0415035,80.2714039,,3,,POINT (80.2714039 13.0415035)
2215260661,13.0418142,80.2748594,,3,,POINT (80.2748594 13.0418142)
2215260664,13.0419539,80.275496,,1,,POINT (80.275496 13.0419539)
2215260686,13.0432716,80.2796082,,3,,POINT (80.2796082 13.0432716)
2216042690,13.0306625,80.2485685,,1,,POINT (80.2485685 13.0306625)
2216042691,13.0307833,80.2479826,,3,,POINT (80.2479826 13.0307833)
2216042692,13.0314964,80.2481025,,3,,POINT (80.2481025 13.0314964)
2216042693,13.0315297,80.2478786,,3,,POINT (80.2478786 13.0315297)
2216042702,13.0323943,80.2479627,,1,,POINT (80.2479627 13.0323943)
2216042750,13.0427634,80.2515757,,3,,POINT (80.2515757 13.0427634)
2216189371,13.0194444,80.2338637,,3,,POINT (80.2338637 13.0194444)
2216189425,13.029196,80.2486314,,4,,POINT (80.2486314 13.029196)
2216189429,13.0292979,80.2477871,,3,,POINT (80.2477871 13.0292979)
2216189440,13.0300698,80.2377393,,3,,POINT (80.2377393 13.0300698)
2216189453,13.0308722,80.2475554,,1,,POINT (80.2475554 13.0308722)
2216189457,13.0309202,80.2471675,,3,,POINT (80.2471675 13.0309202)
2216189462,13.0322025,80.2418451,,3,,POINT (80.2418451 13.0322025)
2216189469,13.0326824,80.2414977,,3,,POINT (80.2414977 13.0326824)
2216189471,13.0330756,80.2420402,,1,,POINT (80.2420402 13.0330756)
2216189477,13.0339464,80.2269115,,1,,POINT (80.2269115 13.0339464)
2216189486,13.03577,80.2446731,,3,,POINT (80.2446731 13.03577)
2216189489,13.0379973,80.2371542,,3,,POINT (80.2371542 13.0379973)
2216189490,13.0381308,80.2452787,,3,,POINT (80.2452787 13.0381308)
2216261642,13.0337821,80.2659197,,1,,POINT (80.2659197 13.0337821)
2216261646,13.0352775,80.2665341,,3,,POINT (80.2665341 13.0352775)
2216261652,13.0362059,80.2666778,,1,,POINT (80.2666778 13.0362059)
2216261653,13.0362177,80.2666304,,3,,POINT (80.2666304 13.0362177)
2216290034,13.0241814,80.2656049,,1,,POINT (80.2656049 13.0241814)
2216290037,13.025366,80.2662156,,1,,POINT (80.2662156 13.025366)
2216290053,13.0424006,80.2658789,,3,,POINT (80.2658789 13.0424006)
2216290056,13.0423929,80.2662228,,3,,POINT (80.2662228 13.0423929)
2216331250,13.0492188,80.2549646,,3,,POINT (80.2549646 13.0492188)
2216437782,13.0429571,80.2678149,,3,,POINT (80.2678149 13.0429571)
2216437784,13.0434033,80.2750021,,3,,POINT (80.2750021 13.0434033)
2216437788,13.0438573,80.2750524,,1,,POINT (80.2750524 13.0438573)
2216437813,13.0452171,80.2762527,,3,,POINT (80.2762527 13.0452171)
2216437835,13.0462999,80.2664442,,3,,POINT (80.2664442 13.0462999)
2216437843,13.0465151,80.2663463,,2,,POINT (80.2663463 13.0465151)
2216437845,13.0465441,80.2664287,,1,,POINT (80.2664287 13.0465441)
2216437852,13.0468471,80.2663116,,2,,POINT (80.2663116 13.0468471)
2216437854,13.0468893,80.2749412,,3,,POINT (80.2749412 13.0468893)
2216437870,13.0477395,80.2661695,,4,,POINT (80.2661695 13.0477395)
2216437885,13.0480932,80.2660071,,3,,POINT (80.2660071 13.0480932)
2216437886,13.0486536,80.2788503,,1,,POINT (80.2788503 13.0486536)
2216437898,13.0488049,80.2633032,,1,,POINT (80.2633032 13.0488049)
2216437902,13.0489866,80.2649266,,3,,POINT (80.2649266 13.0489866)
2216437919,13.0493524,80.2708979,,3,,POINT (80.2708979 13.0493524)
2216437925,13.0497292,80.2726286,,3,,POINT (80.2726286 13.0497292)
2216437927,13.0497428,80.2720359,,3,,POINT (80.2720359 13.0497428)
2216437942,13.0499379,80.2786641,,3,,POINT (80.2786641 13.0499379)
2216437946,13.0501176,80.2641371,,4,,POINT (80.2641371 13.0501176)
2216437956,13.0507371,80.2728871,,3,,POINT (80.2728871 13.0507371)
2216438074,13.0524559,80.2637795,,4,,POINT (80.2637795 13.0524559)
2216438080,13.0533379,80.2638807,,4,,POINT (80.2638807 13.0533379)
2216438093,13.0537992,80.2639752,traffic_signals,4,,POINT (80.2639752 13.0537992)
2216438096,13.0539228,80.2641252,traffic_signals,4,,POINT (80.2641252 13.0539228)
2217151530,13.0461025,80.2627055,,3,,POINT (80.2627055 13.0461025)
2217151531,13.046158,80.2624041,,1,,POINT (80.2624041 13.046158)
2217151585,13.0486457,80.2555921,,1,,POINT (80.2555921 13.0486457)
2217151588,13.0489562,80.261958,,3,,POINT (80.261958 13.0489562)
2217151596,13.0492944,80.2641172,,3,,POINT (80.2641172 13.0492944)
2217151597,13.0490285,80.261059,,1,,POINT (80.261059 13.0490285)
2217151706,13.0493616,80.2632137,,1,,POINT (80.2632137 13.0493616)
2217151714,13.0503685,80.2609574,,3,,POINT (80.2609574 13.0503685)
2217151718,13.0504823,80.2575254,,4,,POINT (80.2575254 13.0504823)
2217151722,13.0514797,80.2549289,,3,,POINT (80.2549289 13.0514797)
2217151726,13.0518036,80.2595599,,1,,POINT (80.2595599 13.0518036)
2217151740,13.052321,80.2554685,,1,,POINT (80.2554685 13.052321)
2217160980,13.047388,80.2598606,,3,,POINT (80.2598606 13.047388)
2217160984,13.0475723,80.271014,,3,,POINT (80.271014 13.0475723)
2217160986,13.0477916,80.2599173,,3,,POINT (80.2599173 13.0477916)
2217160988,13.0478248,80.2596871,,3,,POINT (80.2596871 13.0478248)
2217160990,13.048227,80.2728182,,1,,POINT (80.2728182 13.048227)
2217160994,13.0482607,80.2729079,,3,,POINT (80.2729079 13.0482607)
2217160996,13.0481795,80.2597067,,3,,POINT (80.2597067 13.0481795)
2217160998,13.0484446,80.271448,,4,,POINT (80.271448 13.0484446)
2217161000,13.0487358,80.2733153,,1,,POINT (80.2733153 13.0487358)
2217161007,13.0489043,80.2740379,,1,,POINT (80.2740379 13.0489043)
2217161011,13.049221,80.2739005,,1,,POINT (80.2739005 13.049221)
2217161013,13.0494663,80.2737986,,1,,POINT (80.2737986 13.0494663)
2217161015,13.0495849,80.2736887,,1,,POINT (80.2736887 13.0495849)
2217189999,13.0521998,80.2557904,,1,,POINT (80.2557904 13.0521998)
2217190001,13.053279,80.2574844,,1,,POINT (80.2574844 13.053279)
2217190002,13.0533073,80.2571268,,4,,POINT (80.2571268 13.0533073)
2217190004,13.0533274,80.256878,,1,,POINT (80.256878 13.0533274)
2217244381,13.0457097,80.2727807,,1,,POINT (80.2727807 13.0457097)
2217244386,13.0465342,80.2734813,,1,,POINT (80.2734813 13.0465342)
2217244388,13.0501948,80.2772805,,3,,POINT (80.2772805 13.0501948)
2217244390,13.0503255,80.2783807,,1,,POINT (80.2783807 13.0503255)
2217244395,13.0504015,80.277043,,3,,POINT (80.277043 13.0504015)
2217244399,13.0505662,80.2774115,,1,,POINT (80.2774115 13.0505662)
2217244401,13.0506345,80.2772048,,1,,POINT (80.2772048 13.0506345)
2217244407,13.0510074,80.2786128,,3,,POINT (80.2786128 13.0510074)
2217244411,13.0509434,80.2801469,,3,,POINT (80.2801469 13.0509434)
2217244430,13.0523509,80.2803601,,3,,POINT (80.2803601 13.0523509)
2217244449,13.0535804,80.2744301,,3,,POINT (80.2744301 13.0535804)
2217244490,13.0541948,80.2765614,,3,,POINT (80.2765614 13.0541948)
2217244494,13.0542479,80.2783098,,3,,POINT (80.2783098 13.0542479)
2217244518,13.054956,80.2751493,,1,,POINT (80.2751493 13.054956)
2217244519,13.0551174,80.2803156,,3,,POINT (80.2803156 13.0551174)
2217244528,13.0553048,80.2748826,,3,,POINT (80.2748826 13.0553048)
2217244539,13.0558319,80.2794758,,1,,POINT (80.2794758 13.0558319)
2217293885,13.0510491,80.2721226,,1,,POINT (80.2721226 13.0510491)
2217293898,13.0536131,80.2669336,,3,,POINT (80.2669336 13.0536131)
2217293913,13.0540727,80.2701121,,1,,POINT (80.2701121 13.0540727)
2217293915,13.0540922,80.2672574,,1,,POINT (80.2672574 13.0540922)
2217293917,13.0542095,80.27044,,3,,POINT (80.27044 13.0542095)
2217293920,13.0541896,80.2674607,,1,,POINT (80.2674607 13.0541896)
2217293924,13.0542603,80.2700765,,1,,POINT (80.2700765 13.0542603)
2217293928,13.054428,80.2678223,,3,,POINT (80.2678223 13.054428)
2217293931,13.0544464,80.2676789,,3,,POINT (80.2676789 13.0544464)
2217293934,13.0544572,80.2675471,,3,,POINT (80.2675471 13.0544572)
2217293937,13.0544561,80.267513,,3,,POINT (80.267513 13.0544561)
2217293939,13.0544673,80.2674257,,3,,POINT (80.2674257 13.0544673)
2217293942,13.0544734,80.2672954,,3,,POINT (80.2672954 13.0544734)
2217293944,13.05474,80.2714318,,3,,POINT (80.2714318 13.05474)
2217293948,13.0549745,80.2710003,,1,,POINT (80.2710003 13.0549745)
2217293952,13.0550548,80.2678871,,3,,POINT (80.2678871 13.0550548)
2217293955,13.0550666,80.2677515,,3,,POINT (80.2677515 13.0550666)
2217293960,13.055078,80.2676208,,3,,POINT (80.2676208 13.055078)
2217293963,13.0550893,80.2674909,,3,,POINT (80.2674909 13.0550893)
2217293998,13.0553237,80.2670865,,1,,POINT (80.2670865 13.0553237)
2217294102,13.057223,80.2665307,,1,,POINT (80.2665307 13.057223)
2217294108,13.0577358,80.26661,,3,,POINT (80.26661 13.0577358)
2217344520,13.059271,80.2717961,,3,,POINT (80.2717961 13.059271)
2217344521,13.059813,80.2718409,,3,,POINT (80.2718409 13.059813)
2217344522,13.0606996,80.2714799,,3,,POINT (80.2714799 13.0606996)
2217344536,13.0625547,80.2742009,,3,,POINT (80.2742009 13.0625547)
2218064775,13.0594642,80.2708273,,3,,POINT (80.2708273 13.0594642)
2218064791,13.0601353,80.270082,,3,,POINT (80.270082 13.0601353)
2218064798,13.0602373,80.2721336,,3,,POINT (80.2721336 13.0602373)
2218064807,13.0604931,80.2750676,,1,,POINT (80.2750676 13.0604931)
2218064811,13.0605776,80.2750635,,3,,POINT (80.2750635 13.0605776)
2218064812,13.0606095,80.2756695,,3,,POINT (80.2756695 13.0606095)
2218064816,13.060942,80.2672737,,3,,POINT (80.2672737 13.060942)
